"Entry.name" "Gene.names"
"8709" "KATL1_HUMAN" "KATNAL1"
"8710" "KATL2_HUMAN" "KATNAL2"
"8711" "KAZD1_HUMAN" "KAZALD1 FKSG28 FKSG40 UNQ2945/PRO21184"
"8712" "KAZRN_HUMAN" "KAZN KAZ KIAA1026 HRIHFB2003"
"8713" "KBL_HUMAN" "GCAT KBL"
"8714" "KBP_HUMAN" "KIAA1279 KBP"
"8715" "KBRS1_HUMAN" "NKIRAS1 KBRAS1"
"8716" "KBRS2_HUMAN" "NKIRAS2 KBRAS2"
"8717" "KBTB2_HUMAN" "KBTBD2 BKLHD1 KIAA1489 CGI-73"
"8718" "KBTB3_HUMAN" "KBTBD3 BKLHD3"
"8719" "KBTB4_HUMAN" "KBTBD4 BKLHD4"
"8720" "KBTB5_HUMAN" "KBTBD5 SRYP"
"8721" "KBTB6_HUMAN" "KBTBD6"
"8722" "KBTB7_HUMAN" "KBTBD7"
"8723" "KBTB8_HUMAN" "KBTBD8 KIAA1842 TAKRP"
"8724" "KBTBA_HUMAN" "KBTBD10 KRP1"
"8725" "KBTBB_HUMAN" "KBTBD11 CMLAP KIAA0711 KLHDC7C"
"8726" "KBTBC_HUMAN" "KBTBD12 KLHDC6"
"8727" "KBTBD_HUMAN" "KBTBD13"
"8728" "KC1AL_HUMAN" "CSNK1A1L"
"8729" "KC1A_HUMAN" "CSNK1A1"
"8730" "KC1D_HUMAN" "CSNK1D HCKID"
"8731" "KC1E_HUMAN" "CSNK1E"
"8732" "KC1G1_HUMAN" "CSNK1G1"
"8733" "KC1G2_HUMAN" "CSNK1G2 CK1G2"
"8734" "KC1G3_HUMAN" "CSNK1G3"
"8735" "KCA10_HUMAN" "KCNA10"
"8736" "KCAB1_HUMAN" "KCNAB1 KCNA1B"
"8737" "KCAB2_HUMAN" "KCNAB2 KCNA2B KCNK2"
"8738" "KCAB3_HUMAN" "KCNAB3 KCNA3B"
"8739" "KCC1A_HUMAN" "CAMK1"
"8740" "KCC1B_HUMAN" "PNCK"
"8741" "KCC1D_HUMAN" "CAMK1D CAMKID"
"8742" "KCC1G_HUMAN" "CAMK1G CLICK3 VWS1"
"8743" "KCC2A_HUMAN" "CAMK2A CAMKA KIAA0968"
"8744" "KCC2B_HUMAN" "CAMK2B CAM2 CAMK2 CAMKB"
"8745" "KCC2D_HUMAN" "CAMK2D CAMKD"
"8746" "KCC2G_HUMAN" "CAMK2G CAMK CAMK-II CAMKG"
"8747" "KCC4_HUMAN" "CAMK4 CAMK CAMK-GR CAMKIV"
"8748" "KCD11_HUMAN" "KCTD11 C17orf36 REN"
"8749" "KCD12_HUMAN" "KCTD12 C13orf2 KIAA1778 PFET1"
"8750" "KCD14_HUMAN" "KCTD14"
"8751" "KCD15_HUMAN" "KCTD15"
"8752" "KCD16_HUMAN" "KCTD16 KIAA1317"
"8753" "KCD17_HUMAN" "KCTD17"
"8754" "KCD18_HUMAN" "KCTD18"
"8755" "KCD19_HUMAN" "KCTD19"
"8756" "KCD20_HUMAN" "KCTD20 C6orf69"
"8757" "KCD21_HUMAN" "KCTD21"
"8758" "KCE1L_HUMAN" "KCNE1L AMMECR2"
"8759" "KCIP1_HUMAN" "KCNIP1 KCHIP1 VABP"
"8760" "KCIP2_HUMAN" "KCNIP2 KCHIP2"
"8761" "KCIP4_HUMAN" "KCNIP4 CALP KCHIP4"
"8762" "KCMA1_HUMAN" "KCNMA1 KCNMA SLO"
"8763" "KCMB1_HUMAN" "KCNMB1"
"8764" "KCMB2_HUMAN" "KCNMB2"
"8765" "KCMB3_HUMAN" "KCNMB3 KCNMB2 KCNMBL"
"8766" "KCMB4_HUMAN" "KCNMB4"
"8767" "KCMF1_HUMAN" "KCMF1 FIGC ZZZ1"
"8768" "KCNA1_HUMAN" "KCNA1"
"8769" "KCNA2_HUMAN" "KCNA2"
"8770" "KCNA3_HUMAN" "KCNA3 HGK5"
"8771" "KCNA4_HUMAN" "KCNA4 KCNA4L"
"8772" "KCNA5_HUMAN" "KCNA5"
"8773" "KCNA6_HUMAN" "KCNA6"
"8774" "KCNA7_HUMAN" "KCNA7"
"8775" "KCNB1_HUMAN" "KCNB1"
"8776" "KCNB2_HUMAN" "KCNB2"
"8777" "KCNC1_HUMAN" "KCNC1"
"8778" "KCNC2_HUMAN" "KCNC2"
"8779" "KCNC3_HUMAN" "KCNC3"
"8780" "KCNC4_HUMAN" "KCNC4"
"8781" "KCND1_HUMAN" "KCND1"
"8782" "KCND2_HUMAN" "KCND2 KIAA1044"
"8783" "KCND3_HUMAN" "KCND3"
"8784" "KCNE1_HUMAN" "KCNE1"
"8785" "KCNE2_HUMAN" "KCNE2"
"8786" "KCNE3_HUMAN" "KCNE3"
"8787" "KCNE4_HUMAN" "KCNE4"
"8788" "KCNF1_HUMAN" "KCNF1"
"8789" "KCNG1_HUMAN" "KCNG1"
"8790" "KCNG2_HUMAN" "KCNG2 KCNF2"
"8791" "KCNG3_HUMAN" "KCNG3"
"8792" "KCNG4_HUMAN" "KCNG4 KCNG3"
"8793" "KCNH1_HUMAN" "KCNH1 EAG EAG1"
"8794" "KCNH2_HUMAN" "KCNH2 ERG ERG1 HERG"
"8795" "KCNH3_HUMAN" "KCNH3 KIAA1282"
"8796" "KCNH4_HUMAN" "KCNH4"
"8797" "KCNH5_HUMAN" "KCNH5 EAG2"
"8798" "KCNH6_HUMAN" "KCNH6 ERG2"
"8799" "KCNH7_HUMAN" "KCNH7 ERG3"
"8800" "KCNH8_HUMAN" "KCNH8"
"8801" "KCNK1_HUMAN" "KCNK1 HOHO1 KCNO1 TWIK1"
"8802" "KCNK2_HUMAN" "KCNK2 TREK TREK1"
"8803" "KCNK3_HUMAN" "KCNK3 TASK TASK1"
"8804" "KCNK4_HUMAN" "KCNK4 TRAAK"
"8805" "KCNK5_HUMAN" "KCNK5 TASK2"
"8806" "KCNK6_HUMAN" "KCNK6 TOSS TWIK2"
"8807" "KCNK7_HUMAN" "KCNK7"
"8808" "KCNK9_HUMAN" "KCNK9 TASK3"
"8809" "KCNKA_HUMAN" "KCNK10 TREK2"
"8810" "KCNKC_HUMAN" "KCNK12"
"8811" "KCNKD_HUMAN" "KCNK13"
"8812" "KCNKF_HUMAN" "KCNK15 TASK5"
"8813" "KCNKG_HUMAN" "KCNK16 TALK1"
"8814" "KCNKH_HUMAN" "KCNK17 TALK2 TASK4 UNQ5816/PRO19634"
"8815" "KCNKI_HUMAN" "KCNK18 TRESK TRIK"
"8816" "KCNN1_HUMAN" "KCNN1 SK"
"8817" "KCNN2_HUMAN" "KCNN2"
"8818" "KCNN3_HUMAN" "KCNN3 K3"
"8819" "KCNN4_HUMAN" "KCNN4 IK1 IKCA1 KCA4 SK4"
"8820" "KCNQ1_HUMAN" "KCNQ1 KCNA8 KCNA9 KVLQT1"
"8821" "KCNQ2_HUMAN" "KCNQ2"
"8822" "KCNQ3_HUMAN" "KCNQ3"
"8823" "KCNQ4_HUMAN" "KCNQ4"
"8824" "KCNQ5_HUMAN" "KCNQ5"
"8825" "KCNRG_HUMAN" "KCNRG CLLD4"
"8826" "KCNS1_HUMAN" "KCNS1"
"8827" "KCNS2_HUMAN" "KCNS2 KIAA1144"
"8828" "KCNS3_HUMAN" "KCNS3"
"8829" "KCNT1_HUMAN" "KCNT1 KIAA1422"
"8830" "KCNT2_HUMAN" "KCNT2 SLICK"
"8831" "KCNU1_HUMAN" "KCNU1 KCNMA3 KCNMC1 SLO3"
"8832" "KCNV1_HUMAN" "KCNV1"
"8833" "KCNV2_HUMAN" "KCNV2"
"8834" "KCP3_HUMAN" "KRTCAP3 KCP3 UNQ3066/PRO9898"
"8835" "KCP_HUMAN" "KCP CRIM2 KCP1"
"8836" "KCQ1D_HUMAN" "KCNQ1DN BWRT"
"8837" "KCRB_HUMAN" "CKB CKBB"
"8838" "KCRM_HUMAN" "CKM CKMM"
"8839" "KCRS_HUMAN" "CKMT2"
"8840" "KCRU_HUMAN" "CKMT1A CKMT; CKMT1B CKMT"
"8841" "KCT2_HUMAN" "KCT2 C5orf15 HTGN29"
"8842" "KCTD1_HUMAN" "KCTD1 C18orf5"
"8843" "KCTD2_HUMAN" "KCTD2 KIAA0176"
"8844" "KCTD3_HUMAN" "KCTD3"
"8845" "KCTD4_HUMAN" "KCTD4"
"8846" "KCTD5_HUMAN" "KCTD5"
"8847" "KCTD6_HUMAN" "KCTD6"
"8848" "KCTD7_HUMAN" "KCTD7"
"8849" "KCTD8_HUMAN" "KCTD8"
"8850" "KCTD9_HUMAN" "KCTD9"
"8851" "KCY_HUMAN" "CMPK1 CMK CMPK UCK UMK UMPK"
"8852" "KDEL1_HUMAN" "KDELC1 EP58 UNQ1910/PRO4357"
"8853" "KDEL2_HUMAN" "KDELC2 UNQ1904/PRO4350"
"8854" "KDIS_HUMAN" "KIDINS220 ARMS KIAA1250"
"8855" "KDM1A_HUMAN" "KDM1A AOF2 KDM1 KIAA0601 LSD1"
"8856" "KDM1B_HUMAN" "KDM1B AOF1 C6orf193 LSD2"
"8857" "KDM2A_HUMAN" "KDM2A CXXC8 FBL7 FBXL11 JHDM1A KIAA1004"
"8858" "KDM2B_HUMAN" "KDM2B CXXC2 FBL10 FBXL10 JHDM1B PCCX2"
"8859" "KDM3A_HUMAN" "KDM3A JHDM2A JMJD1 JMJD1A KIAA0742 TSGA"
"8860" "KDM3B_HUMAN" "KDM3B C5orf7 JHDM2B JMJD1B KIAA1082"
"8861" "KDM4A_HUMAN" "KDM4A JHDM3A JMJD2 JMJD2A KIAA0677"
"8862" "KDM4B_HUMAN" "KDM4B JHDM3B JMJD2B KIAA0876"
"8863" "KDM4C_HUMAN" "KDM4C GASC1 JHDM3C JMJD2C KIAA0780"
"8864" "KDM4D_HUMAN" "KDM4D JHDM3D JMJD2D"
"8865" "KDM4E_HUMAN" "KDM4E KDM4DL"
"8866" "KDM5A_HUMAN" "KDM5A JARID1A RBBP2 RBP2"
"8867" "KDM5B_HUMAN" "KDM5B JARID1B PLU1 RBBP2H1"
"8868" "KDM5C_HUMAN" "KDM5C DXS1272E JARID1C SMCX XE169"
"8869" "KDM5D_HUMAN" "KDM5D HY HYA JARID1D KIAA0234 SMCY"
"8870" "KDM6A_HUMAN" "KDM6A UTX"
"8871" "KDM6B_HUMAN" "KDM6B JMJD3 KIAA0346"
"8872" "KDM7_HUMAN" "JHDM1D KDM7 KIAA1718"
"8873" "KDM8_HUMAN" "KDM8 JMJD5"
"8874" "KDSR_HUMAN" "KDSR FVT1"
"8875" "KEAP1_HUMAN" "KEAP1 INRF2 KIAA0132 KLHL19"
"8876" "KELL_HUMAN" "KEL"
"8877" "KERA_HUMAN" "KERA SLRR2B"
"8878" "KFA_HUMAN" "AFMID"
"8879" "KGFL1_HUMAN" "KGFLP1"
"8880" "KGFL2_HUMAN" "KGFLP2"
"8881" "KGP1_HUMAN" "PRKG1 PRKG1B PRKGR1A PRKGR1B"
"8882" "KGP2_HUMAN" "PRKG2 PRKGR2"
"8883" "KGUA_HUMAN" "GUK1 GMK"
"8884" "KHD3L_HUMAN" "KHDC3L C6orf221 ECAT1"
"8885" "KHDC1_HUMAN" "KHDC1 C6orf148"
"8886" "KHDCL_HUMAN" "KHDC1L"
"8887" "KHDR1_HUMAN" "KHDRBS1 SAM68"
"8888" "KHDR2_HUMAN" "KHDRBS2 SLM1"
"8889" "KHDR3_HUMAN" "KHDRBS3 SALP SLM2"
"8890" "KHK_HUMAN" "KHK"
"8891" "KHNYN_HUMAN" "KHNYN KIAA0323"
"8892" "KI13A_HUMAN" "KIF13A RBKIN"
"8893" "KI13B_HUMAN" "KIF13B GAKIN KIAA0639"
"8894" "KI16B_HUMAN" "KIF16B C20orf23 KIAA1590 SNX23"
"8895" "KI18A_HUMAN" "KIF18A OK/SW-cl.108"
"8896" "KI18B_HUMAN" "KIF18B"
"8897" "KI20A_HUMAN" "KIF20A MKLP2 RAB6KIFL"
"8898" "KI20B_HUMAN" "KIF20B KRMP1 MPHOSPH1"
"8899" "KI21A_HUMAN" "KIF21A KIAA1708 KIF2"
"8900" "KI21B_HUMAN" "KIF21B KIAA0449"
"8901" "KI26A_HUMAN" "KIF26A KIAA1236"
"8902" "KI26B_HUMAN" "KIF26B"
"8903" "KI2L1_HUMAN" "KIR2DL1 CD158A NKAT1"
"8904" "KI2L2_HUMAN" "KIR2DL2 CD158B1 NKAT6"
"8905" "KI2L3_HUMAN" "KIR2DL3 CD158B2 KIRCL23 NKAT2"
"8906" "KI2L4_HUMAN" "KIR2DL4 CD158D KIR103AS"
"8907" "KI2LA_HUMAN" "KIR2DL5A CD158F CD158F1 KIR2DL5"
"8908" "KI2LB_HUMAN" "KIR2DL5B CD158F CD158F2 KIR2DL5 KIR2DLX"
"8909" "KI2S1_HUMAN" "KIR2DS1 CD158H"
"8910" "KI2S2_HUMAN" "KIR2DS2 CD158J NKAT5"
"8911" "KI2S3_HUMAN" "KIR2DS3 NKAT7"
"8912" "KI2S4_HUMAN" "KIR2DS4 CD158I KKA3 NKAT8"
"8913" "KI2S5_HUMAN" "KIR2DS5 CD158G NKAT9"
"8914" "KI3L1_HUMAN" "KIR3DL1 CD158E NKAT3 NKB1"
"8915" "KI3L2_HUMAN" "KIR3DL2 CD158K NKAT4"
"8916" "KI3L3_HUMAN" "KIR3DL3 CD158Z KIR3DL7 KIRC1"
"8917" "KI3P1_HUMAN" "KIR3DP1 CD158C KIR2DS6 KIR48 KIRX"
"8918" "KI3S1_HUMAN" "KIR3DS1 NKAT10"
"8919" "KI3X1_HUMAN" "KIR3DX1 KIR3DL0 LENG12"
"8920" "KI67_HUMAN" "MKI67"
"8921" "KIAS1_HUMAN" "KIF25-AS1 C6orf54 NCRNA00300"
"8922" "KIAS3_HUMAN" "KIRREL3-AS3 NCRNA00288 PRR10"
"8923" "KIBRA_HUMAN" "WWC1 KIAA0869"
"8924" "KIF11_HUMAN" "KIF11 EG5 KNSL1 TRIP5"
"8925" "KIF12_HUMAN" "KIF12"
"8926" "KIF14_HUMAN" "KIF14 KIAA0042"
"8927" "KIF15_HUMAN" "KIF15 KLP2 KNSL7"
"8928" "KIF17_HUMAN" "KIF17 KIAA1405 KIF3X"
"8929" "KIF19_HUMAN" "KIF19"
"8930" "KIF1A_HUMAN" "KIF1A ATSV C2orf20"
"8931" "KIF1B_HUMAN" "KIF1B KIAA0591 KIAA1448"
"8932" "KIF1C_HUMAN" "KIF1C KIAA0706"
"8933" "KIF22_HUMAN" "KIF22 KID KNSL4"
"8934" "KIF23_HUMAN" "KIF23 KNSL5 MKLP1"
"8935" "KIF24_HUMAN" "KIF24 C9orf48"
"8936" "KIF25_HUMAN" "KIF25 KNSL3"
"8937" "KIF27_HUMAN" "KIF27"
"8938" "KIF2A_HUMAN" "KIF2A KIF2 KNS2"
"8939" "KIF2B_HUMAN" "KIF2B"
"8940" "KIF2C_HUMAN" "KIF2C KNSL6"
"8941" "KIF3A_HUMAN" "KIF3A KIF3"
"8942" "KIF3B_HUMAN" "KIF3B KIAA0359"
"8943" "KIF3C_HUMAN" "KIF3C"
"8944" "KIF4A_HUMAN" "KIF4A KIF4"
"8945" "KIF4B_HUMAN" "KIF4B"
"8946" "KIF5A_HUMAN" "KIF5A NKHC1"
"8947" "KIF5C_HUMAN" "KIF5C KIAA0531 NKHC2"
"8948" "KIF6_HUMAN" "KIF6 C6orf102"
"8949" "KIF7_HUMAN" "KIF7 UNQ340/PRO539"
"8950" "KIF9_HUMAN" "KIF9"
"8951" "KIFA3_HUMAN" "KIFAP3 KIF3AP SMAP"
"8952" "KIFC1_HUMAN" "KIFC1 HSET KNSL2"
"8953" "KIFC2_HUMAN" "KIFC2"
"8954" "KIFC3_HUMAN" "KIFC3"
"8955" "KILIN_HUMAN" "KLLN"
"8956" "KIME_HUMAN" "MVK"
"8957" "KIN17_HUMAN" "KIN BTCD KIN17"
"8958" "KINH_HUMAN" "KIF5B KNS KNS1"
"8959" "KIRR1_HUMAN" "KIRREL KIRREL1 NEPH1"
"8960" "KIRR2_HUMAN" "KIRREL2 NEPH3 UNQ5827/PRO19646"
"8961" "KIRR3_HUMAN" "KIRREL3 KIAA1867 NEPH2 UNQ5923/PRO4502/PRO19814"
"8962" "KISHA_HUMAN" "TMEM167A TMEM167"
"8963" "KISHB_HUMAN" "TMEM167B C1orf119 AD-020"
"8964" "KISS1_HUMAN" "KISS1 PP5098"
"8965" "KISSR_HUMAN" "KISS1R AXOR12 GPR54"
"8966" "KITH_HUMAN" "TK1"
"8967" "KITM_HUMAN" "TK2"
"8968" "KIT_HUMAN" "KIT SCFR"
"8969" "KIZ_HUMAN" "PLK1S1 C20orf19 KIZ NCRNA00153 HT013"
"8970" "KKCC1_HUMAN" "CAMKK1 CAMKKA"
"8971" "KKCC2_HUMAN" "CAMKK2 CAMKKB KIAA0787"
"8972" "KKLC1_HUMAN" "KKLC1 CXorf61"
"8973" "KLAS1_HUMAN" "KLHL30-AS1 C2orf19"
"8974" "KLC1_HUMAN" "KLC1 KLC KNS2"
"8975" "KLC2_HUMAN" "KLC2"
"8976" "KLC3_HUMAN" "KLC3 KLC2 KLC2L"
"8977" "KLC4_HUMAN" "KLC4 KNSL8"
"8978" "KLD10_HUMAN" "KLHDC10 KIAA0265"
"8979" "KLD7A_HUMAN" "KLHDC7A"
"8980" "KLD7B_HUMAN" "KLHDC7B"
"8981" "KLD8A_HUMAN" "KLHDC8A"
"8982" "KLD8B_HUMAN" "KLHDC8B FP17659"
"8983" "KLDC1_HUMAN" "KLHDC1 MSTP025"
"8984" "KLDC2_HUMAN" "KLHDC2 HCA33"
"8985" "KLDC3_HUMAN" "KLHDC3 PEAS"
"8986" "KLDC4_HUMAN" "KLHDC4"
"8987" "KLDC5_HUMAN" "KLHDC5 KIAA1340"
"8988" "KLDC9_HUMAN" "KLHDC9 KARCA1"
"8989" "KLF10_HUMAN" "KLF10 TIEG TIEG1"
"8990" "KLF11_HUMAN" "KLF11 FKLF TIEG2"
"8991" "KLF12_HUMAN" "KLF12 AP2REP HSPC122"
"8992" "KLF13_HUMAN" "KLF13 BTEB3 NSLP1"
"8993" "KLF14_HUMAN" "KLF14 BTEB5"
"8994" "KLF15_HUMAN" "KLF15 KKLF"
"8995" "KLF16_HUMAN" "KLF16 BTEB4 NSLP2"
"8996" "KLF17_HUMAN" "KLF17 ZNF393"
"8997" "KLF1_HUMAN" "KLF1 EKLF"
"8998" "KLF2_HUMAN" "KLF2 LKLF"
"8999" "KLF3_HUMAN" "KLF3 BKLF"
"9000" "KLF4_HUMAN" "KLF4 EZF GKLF"
"9001" "KLF5_HUMAN" "KLF5 BTEB2 CKLF IKLF"
"9002" "KLF6_HUMAN" "KLF6 BCD1 COPEB CPBP ST12"
"9003" "KLF7_HUMAN" "KLF7 UKLF"
"9004" "KLF8_HUMAN" "KLF8 BKLF3 ZNF741"
"9005" "KLF9_HUMAN" "KLF9 BTEB BTEB1"
"9006" "KLH10_HUMAN" "KLHL10"
"9007" "KLH11_HUMAN" "KLHL11"
"9008" "KLH12_HUMAN" "KLHL12 C3IP1"
"9009" "KLH13_HUMAN" "KLHL13 BKLHD2 KIAA1309"
"9010" "KLH14_HUMAN" "KLHL14 KIAA1384"
"9011" "KLH15_HUMAN" "KLHL15 KIAA1677"
"9012" "KLH17_HUMAN" "KLHL17"
"9013" "KLH18_HUMAN" "KLHL18 KIAA0795 OK/SW-cl.74"
"9014" "KLH20_HUMAN" "KLHL20 KLEIP"
"9015" "KLH21_HUMAN" "KLHL21 KIAA0469"
"9016" "KLH22_HUMAN" "KLHL22"
"9017" "KLH23_HUMAN" "KLHL23"
"9018" "KLH24_HUMAN" "KLHL24 DRE1"
"9019" "KLH26_HUMAN" "KLHL26"
"9020" "KLH28_HUMAN" "KLHL28 BTBD5"
"9021" "KLH29_HUMAN" "KLHL29 KBTBD9 KIAA1921"
"9022" "KLH30_HUMAN" "KLHL30"
"9023" "KLH31_HUMAN" "KLHL31 BKLHD6 KBTBD1 KLHL"
"9024" "KLH32_HUMAN" "KLHL32 BKLHD5 KIAA1900"
"9025" "KLH33_HUMAN" "KLHL33"
"9026" "KLH34_HUMAN" "KLHL34"
"9027" "KLH35_HUMAN" "KLHL35"
"9028" "KLH36_HUMAN" "KLHL36 C16orf44"
"9029" "KLH38_HUMAN" "KLHL38 C8orfK36"
"9030" "KLHL1_HUMAN" "KLHL1 KIAA1490"
"9031" "KLHL2_HUMAN" "KLHL2"
"9032" "KLHL3_HUMAN" "KLHL3 KIAA1129"
"9033" "KLHL4_HUMAN" "KLHL4 KIAA1687"
"9034" "KLHL5_HUMAN" "KLHL5"
"9035" "KLHL6_HUMAN" "KLHL6"
"9036" "KLHL7_HUMAN" "KLHL7"
"9037" "KLHL8_HUMAN" "KLHL8 KIAA1378"
"9038" "KLHL9_HUMAN" "KLHL9 KIAA1354"
"9039" "KLK10_HUMAN" "KLK10 NES1 PRSSL1"
"9040" "KLK11_HUMAN" "KLK11 PRSS20 TLSP UNQ649/PRO1279"
"9041" "KLK12_HUMAN" "KLK12 KLKL5 UNQ669/PRO1303"
"9042" "KLK13_HUMAN" "KLK13 KLKL4"
"9043" "KLK14_HUMAN" "KLK14 KLKL6"
"9044" "KLK15_HUMAN" "KLK15"
"9045" "KLK1_HUMAN" "KLK1"
"9046" "KLK2_HUMAN" "KLK2"
"9047" "KLK3_HUMAN" "KLK3 APS"
"9048" "KLK4_HUMAN" "KLK4 EMSP1 PRSS17 PSTS"
"9049" "KLK5_HUMAN" "KLK5 SCTE UNQ570/PRO1132"
"9050" "KLK6_HUMAN" "KLK6 PRSS18 PRSS9"
"9051" "KLK7_HUMAN" "KLK7 PRSS6 SCCE"
"9052" "KLK8_HUMAN" "KLK8 NRPN PRSS19 TADG14 UNQ283/PRO322"
"9053" "KLK9_HUMAN" "KLK9"
"9054" "KLKB1_HUMAN" "KLKB1 KLK3"
"9055" "KLOTB_HUMAN" "KLB"
"9056" "KLOT_HUMAN" "KL"
"9057" "KLP6_HUMAN" "KLP6"
"9058" "KLRB1_HUMAN" "KLRB1 CLEC5B NKRP1A"
"9059" "KLRD1_HUMAN" "KLRD1 CD94"
"9060" "KLRF1_HUMAN" "KLRF1 CLEC5C ML"
"9061" "KLRF2_HUMAN" "KLRF2"
"9062" "KLRG1_HUMAN" "KLRG1 CLEC15A MAFA MAFAL"
"9063" "KLRG2_HUMAN" "KLRG2 CLEC15B"
"9064" "KMCP1_HUMAN" "SLC25A30 KMCP1"
"9065" "KMO_HUMAN" "KMO"
"9066" "KNCN_HUMAN" "KNCN"
"9067" "KNG1_HUMAN" "KNG1 BDK KNG"
"9068" "KNTC1_HUMAN" "KNTC1 KIAA0166"
"9069" "KPB1_HUMAN" "PHKA1 PHKA"
"9070" "KPB2_HUMAN" "PHKA2 PHKLA PYK"
"9071" "KPBB_HUMAN" "PHKB"
"9072" "KPCA_HUMAN" "PRKCA PKCA PRKACA"
"9073" "KPCB_HUMAN" "PRKCB PKCB PRKCB1"
"9074" "KPCD1_HUMAN" "PRKD1 PKD PKD1 PRKCM"
"9075" "KPCD2_HUMAN" "PRKD2 PKD2 HSPC187"
"9076" "KPCD3_HUMAN" "PRKD3 EPK2 PRKCN"
"9077" "KPCD_HUMAN" "PRKCD"
"9078" "KPCE_HUMAN" "PRKCE PKCE"
"9079" "KPCG_HUMAN" "PRKCG PKCG"
"9080" "KPCI_HUMAN" "PRKCI DXS1179E"
"9081" "KPCL_HUMAN" "PRKCH PKCL PRKCL"
"9082" "KPCT_HUMAN" "PRKCQ PRKCT"
"9083" "KPCZ_HUMAN" "PRKCZ PKC2"
"9084" "KPRA_HUMAN" "PRPSAP1"
"9085" "KPRB_HUMAN" "PRPSAP2"
"9086" "KPRP_HUMAN" "KPRP C1orf45"
"9087" "KPSH1_HUMAN" "PSKH1"
"9088" "KPSH2_HUMAN" "PSKH2"
"9089" "KPTN_HUMAN" "KPTN"
"9090" "KPYM_HUMAN" "PKM OIP3 PK2 PK3 PKM2"
"9091" "KPYR_HUMAN" "PKLR PK1 PKL"
"9092" "KR101_HUMAN" "KRTAP10-1 KAP10.1 KAP18-1 KRTAP10.1 KRTAP18-1 KRTAP18.1"
"9093" "KR102_HUMAN" "KRTAP10-2 KAP10.2 KAP18-2 KRTAP10.2 KRTAP18-2 KRTAP18.2"
"9094" "KR103_HUMAN" "KRTAP10-3 KAP10.3 KAP18-3 KRTAP10.3 KRTAP18-3 KRTAP18.3"
"9095" "KR104_HUMAN" "KRTAP10-4 KAP10.4 KAP18-4 KRTAP10.4 KRTAP18-4 KRTAP18.4"
"9096" "KR105_HUMAN" "KRTAP10-5 KAP10.5 KAP18-5 KRTAP10.5 KRTAP18-5 KRTAP18.5"
"9097" "KR106_HUMAN" "KRTAP10-6 KAP10.6 KAP18-6 KRTAP10.6 KRTAP18-6 KRTAP18.6"
"9098" "KR107_HUMAN" "KRTAP10-7 KAP10.7 KAP18-7 KRTAP10.7 KRTAP18-7 KRTAP18.7"
"9099" "KR108_HUMAN" "KRTAP10-8 KAP10.8 KAP18-8 KRTAP10.8 KRTAP18-8 KRTAP18.8"
"9100" "KR109_HUMAN" "KRTAP10-9 KAP10.9 KAP18-9 KRTAP10.9 KRTAP18-9 KRTAP18.9"
"9101" "KR10A_HUMAN" "KRTAP10-10 KAP10.10 KAP18-10 KRTAP10.10 KRTAP18-1 KRTAP18.10"
"9102" "KR10B_HUMAN" "KRTAP10-11 KAP10.11 KAP18-11 KRTAP10.11 KRTAP18-11 KRTAP18.11"
"9103" "KR10C_HUMAN" "KRTAP10-12 KAP10.12 KAP18-12 KRTAP10.12 KRTAP18-12 KRTAP18.12"
"9104" "KR111_HUMAN" "KRTAP11-1 KAP11.1 KRTAP11.1"
"9105" "KR121_HUMAN" "KRTAP12-1 KAP12.1 KRTAP12.1"
"9106" "KR122_HUMAN" "KRTAP12-2 KAP12.2 KRTAP12.2"
"9107" "KR123_HUMAN" "KRTAP12-3 KAP12.3 KRTAP12.3"
"9108" "KR124_HUMAN" "KRTAP12-4 KAP12.4 KRTAP12.4"
"9109" "KR131_HUMAN" "KRTAP13-1 KAP13.1 KRTAP13.1"
"9110" "KR132_HUMAN" "KRTAP13-2 KAP13.2"
"9111" "KR133_HUMAN" "KRTAP13-3 KAP13.3"
"9112" "KR134_HUMAN" "KRTAP13-4 KAP13.4"
"9113" "KR151_HUMAN" "KRTAP15-1 KAP15.1"
"9114" "KR161_HUMAN" "KRTAP16-1 KAP16.1"
"9115" "KR171_HUMAN" "KRTAP17-1 KAP17.1 KRTAP16.1"
"9116" "KR191_HUMAN" "KRTAP19-1 KAP19.1 KRTAP19.1"
"9117" "KR192_HUMAN" "KRTAP19-2 KAP19.2"
"9118" "KR193_HUMAN" "KRTAP19-3 KAP19.3"
"9119" "KR194_HUMAN" "KRTAP19-4 KAP19.4"
"9120" "KR195_HUMAN" "KRTAP19-5 KAP19.5"
"9121" "KR196_HUMAN" "KRTAP19-6 KAP19.6"
"9122" "KR197_HUMAN" "KRTAP19-7 KAP19.7"
"9123" "KR198_HUMAN" "KRTAP19-8 KAP19.8"
"9124" "KR201_HUMAN" "KRTAP20-1 KAP20.1"
"9125" "KR202_HUMAN" "KRTAP20-2 KAP20.2"
"9126" "KR203_HUMAN" "KRTAP20-3 KAP20.3"
"9127" "KR204_HUMAN" "KRTAP20-4 KAP20.4"
"9128" "KR211_HUMAN" "KRTAP21-1 KAP21.1"
"9129" "KR212_HUMAN" "KRTAP21-2 KAP21.2"
"9130" "KR213_HUMAN" "KRTAP21-3 KAP21.3"
"9131" "KR221_HUMAN" "KRTAP22-1 KAP22.1"
"9132" "KR222_HUMAN" "KRTAP22-2 KAP22.2"
"9133" "KR231_HUMAN" "KRTAP23-1 KAP23.1"
